"1";"true";"How interested were you in the material before taking the course?";"Not at all";"Very little";"Somewhat";"A lot";"Wholeheartedly"
"2";"true";"How interested are you in the material now after having taken the course?";"Not at all";"Very little";"Somewhat";"A lot";"Wholeheartedly"
